name,online_order,book_table,rate,sentiment,votes,location,rest_type,cuisines_cleaned,approx_cost(for two people),listed_in(type),online_order_label,book_table_label
Cafe Aira,1,0,4.1,Excellent,216,4,19,"Cafe, Continental, Beverages, Desserts",500.0,2,Yes,No
Gramin,1,0,4.3,Excellent,3451,47,27,North Indian,600.0,2,Yes,No
Foodizo,1,0,3.6,Good,24,1,78,"Desserts, Fast Food, Continental",300.0,2,Yes,No
Amande Patisserie,1,0,4.0,Excellent,73,4,0,"Bakery, French, Desserts",300.0,2,Yes,No
A Hole Lotta Love Cafe,1,0,4.4,Excellent,2862,45,19,"Cafe, American, Burger, Sandwich, Beverages",600.0,2,Yes,No
Salt - Indian Restaurant Bar & Grill,1,1,4.4,Excellent,677,47,27,"North Indian, Mughlai, Biryani",1500.0,2,Yes,Yes
Mangalore Pearl,1,0,3.8,Good,244,32,27,"Mangalorean, Seafood, Chinese, Biryani",650.0,2,Yes,No
Karma Kaapi,1,0,4.4,Excellent,181,32,14,"Beverages, Tea",250.0,2,Yes,No
Al Khaleej Snacks Corner,0,0,3.7,Good,0,32,78,"Lebanese, Fast Food, Beverages",200.0,2,No,No
Anvar Bhai's,1,0,5.0,Excellent,0,0,78,North Indian,250.0,2,Yes,No
Arabian Bites,1,0,3.4,Good,24,0,78,"North Indian, Chinese",300.0,2,Yes,No
Casa Piccosa,1,1,4.1,Excellent,847,29,28,"South American, Continental, Italian",1100.0,2,Yes,Yes
The Krishna Grand,1,0,3.9,Good,892,1,27,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,2,Yes,No
Skinz Ooty Chocolate,1,0,3.7,Good,0,48,40,Desserts,200.0,2,Yes,No
Trendz Corner,0,0,3.6,Good,31,32,78,"South Indian, North Indian",200.0,2,No,No
Cafe Terra,1,0,3.7,Good,0,32,19,"Cafe, Continental",700.0,2,Yes,No
Min Mini Punjabi Dhaba,1,0,3.9,Good,85,47,78,North Indian,400.0,2,Yes,No
Heaven 2 Oven,1,0,4.8,Excellent,0,0,78,Chinese,300.0,2,Yes,No
Bake and Juice,1,0,3.5,Good,15,0,78,Fast Food,400.0,2,Yes,No
Frolic,1,0,3.9,Good,33,47,40,"Juices, Ice Cream",200.0,2,Yes,No
Swadesh Tadka,1,0,3.5,Good,179,1,27,"North Indian, Chinese, Beverages",600.0,2,Yes,No
Krazzy Folds,1,1,4.3,Excellent,1908,32,19,"Cafe, Continental, Sandwich, Beverages",800.0,2,Yes,Yes
Knight Ryders,1,0,3.4,Good,239,0,39,"North Indian, Chinese",400.0,2,Yes,No
Gud Dhani,1,0,4.0,Excellent,827,0,27,Rajasthani,500.0,2,Yes,No
Sambram Biriyani Paradise,1,0,3.6,Good,96,29,27,"Biryani, North Indian, Chinese",600.0,2,Yes,No
New Gongura's,1,0,3.7,Good,44,0,27,"Andhra, Biryani, North Indian, Chinese",550.0,2,Yes,No
Green Go,1,0,4.0,Excellent,0,3,14,"Beverages, Juices",200.0,2,Yes,No
Malabar Xpress,1,0,5.0,Excellent,0,45,78,"South Indian, Kerala",300.0,2,Yes,No
Nagarjuna Chimney,0,0,4.0,Excellent,923,32,27,"Andhra, Biryani",600.0,2,No,No
Sreeraj Lassi Bar,1,0,4.1,Excellent,210,32,42,"Beverages, Desserts",150.0,2,Yes,No
Chats Point,1,0,3.4,Good,8,4,78,"Fast Food, Street Food",150.0,2,Yes,No
Food Court,1,0,1.0,Bad,0,29,78,"North Indian, Chinese",300.0,2,Yes,No
Karavali Grand,1,0,3.7,Good,26,45,27,"Mangalorean, Seafood, North Indian, Chinese",600.0,2,Yes,No
Vietnamese Kitchen,1,0,3.6,Good,104,1,27,Vietnamese,700.0,2,Yes,No
Fitnest,1,0,3.2,Good,16,0,39,"Healthy Food, North Indian",350.0,2,Yes,No
Asia Kitchen By Mainland China,1,1,4.9,Excellent,2202,45,28,"Asian, Chinese, Thai, Momos",1500.0,2,Yes,Yes
Rajvardhan Foods,1,0,3.9,Good,315,32,78,"Street Food, Maharashtrian",300.0,2,Yes,No
New Prashanth Hotel,1,0,3.6,Good,142,32,27,"South Indian, Biryani, Chinese, North Indian",750.0,2,Yes,No
Zingron,1,0,4.0,Excellent,511,47,27,"Chinese, Naga",750.0,2,Yes,No
Timepass Dinner,1,0,3.8,Good,291,4,27,North Indian,600.0,2,Yes,No
Aniram's,1,0,4.1,Excellent,740,29,39,"Chinese, North Indian",500.0,2,Yes,No
Tentacles,1,0,2.2,Bad,0,0,92,"North Indian, Chinese, Seafood",600.0,2,Yes,No
A Today Thick Shakes,0,0,3.2,Good,9,45,14,Beverages,200.0,2,No,No
Bombay Kulfis,1,0,3.9,Good,28,45,40,Ice Cream,200.0,2,Yes,No
Thamboola,1,0,3.8,Good,139,1,27,"North Indian, Chinese, Continental",800.0,2,Yes,No
Vaathsalya Millet Cafe,1,1,4.1,Excellent,294,29,27,"Healthy Food, South Indian",500.0,2,Yes,Yes
4th Tea Block,0,0,4.0,Excellent,62,32,19,Cafe,150.0,2,No,No
Crunchy Nights,1,0,3.7,Good,28,0,39,"North Indian, Chinese, Continental",350.0,2,Yes,No
Ugadi,0,0,2.9,Bad,177,32,27,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,2,No,No
Clove Rooftop,0,1,3.8,Good,234,32,27,"Konkan, Seafood",1000.0,2,No,Yes
Gufha - The President Hotel,1,1,4.1,Excellent,1885,32,27,"North Indian, Mughlai, Afghan",1200.0,2,Yes,Yes
Ascharya Hotel,1,0,3.4,Good,11,45,78,"Mangalorean, South Indian",300.0,2,Yes,No
Chaatimes,1,0,4.2,Excellent,9,0,78,"Street Food, Fast Food",250.0,2,Yes,No
Momo Time,1,0,3.7,Good,0,0,78,"Momos, American",600.0,2,Yes,No
Kababish Restaurant,1,0,3.6,Good,15,0,78,"North Indian, Chinese, Arabian",700.0,2,Yes,No
Habitts,1,0,3.7,Good,61,0,78,"Fast Food, Burger, Italian, Beverages",350.0,2,Yes,No
Kullukki,1,0,3.5,Good,9,45,78,"Juices, Beverages, Fast Food",400.0,2,Yes,No
Lassi Pot,1,0,3.3,Good,4,0,14,Beverages,250.0,2,Yes,No
Cafe 221B,1,1,3.7,Good,49,0,19,"Cafe, Beverages",300.0,2,Yes,Yes
The Cuboidal,1,0,3.6,Good,16,0,78,"Fast Food, Beverages, Sandwich",300.0,2,Yes,No
Desi Rasoi,1,1,3.8,Good,363,32,27,"Biryani, North Indian, Chinese, Rajasthani",600.0,2,Yes,Yes
Parathe Wali Gali,1,0,3.9,Good,36,90,78,North Indian,250.0,2,Yes,No
Nellore Ruchulu,1,0,3.7,Good,32,3,27,"North Indian, South Indian, Chinese",800.0,2,Yes,No
Eat Repeat,1,0,3.9,Good,104,4,78,South Indian,150.0,2,Yes,No
Big Bites,0,0,3.6,Good,21,32,78,"Chinese, Fast Food",200.0,2,No,No
Rithika's Kitchen,1,0,3.8,Good,106,29,39,"Biryani, South Indian, Andhra",350.0,2,Yes,No
Divina - Eden Park Restaurants,0,0,4.0,Excellent,147,32,40,Desserts,400.0,2,No,No
Kapoor's Cafe,1,0,4.2,Excellent,160,32,27,North Indian,800.0,2,Yes,No
Eatsomnia,1,0,2.7,Bad,0,29,39,"North Indian, South Indian, Chinese, Continental",500.0,2,Yes,No
Chulha Chauki Da Dhaba,1,0,4.3,Excellent,2420,29,27,North Indian,800.0,2,Yes,No
Just Bake,0,0,3.8,Good,32,32,6,"Bakery, Desserts",400.0,2,No,No
Tandoor Garden,1,0,3.6,Good,71,0,78,"North Indian, Chinese, Kebab",350.0,2,Yes,No
BBQ Ride 46,1,0,3.4,Good,7,80,58,BBQ,200.0,2,Yes,No
Patiala House,1,0,4.5,Excellent,0,47,92,"North Indian, Rolls, Chinese, Biryani",300.0,2,Yes,No
Sky Juice Corner,1,0,3.7,Good,0,45,14,Juices,100.0,2,Yes,No
Nanna Munna Paratha House,1,0,4.0,Excellent,109,0,78,North Indian,300.0,2,Yes,No
Modern Restaurant,1,0,3.1,Good,18,0,27,"North Indian, Chinese",450.0,2,Yes,No
Food Springs,1,0,4.0,Excellent,233,32,78,"South Indian, Chinese",400.0,2,Yes,No
Royal Paris,1,0,3.9,Good,68,0,27,"North Indian, Arabian, Chinese",1000.0,2,Yes,No
Biriyani Mane,1,0,3.9,Good,130,32,78,"North Indian, Biryani",400.0,2,Yes,No
Cuppa,0,0,3.2,Good,59,32,22,"Cafe, Fast Food",550.0,2,No,No
Miss Momo,1,0,3.2,Good,10,0,78,"Tibetan, Momos",250.0,2,Yes,No
The Vacationer's Cafe,1,0,4.1,Excellent,306,47,19,"Cafe, Continental, Mexican",600.0,2,Yes,No
Bangalore Donne Biriyani,1,0,3.2,Good,4,49,78,"South Indian, Biryani",300.0,2,Yes,No
Rotti Mane,0,0,3.7,Good,15,32,78,South Indian,200.0,2,No,No
Dilli ??,1,0,3.0,Good,0,80,39,North Indian,500.0,2,Yes,No
Meal Square,1,0,3.4,Good,10,3,39,"North Indian, Chinese",600.0,2,Yes,No
Kamat Minerva,1,0,2.6,Bad,72,4,78,"South Indian, North Indian, Chinese",300.0,2,Yes,No
Hotel Food Lands,1,0,3.8,Good,57,47,27,"Seafood, Mangalorean",700.0,2,Yes,No
Gujrati Mess,1,0,3.6,Good,18,29,65,Gujarati,200.0,2,Yes,No
China Town 07,1,0,3.7,Good,0,0,78,"Chinese, Momos",300.0,2,Yes,No
Grills And Tandoor,1,1,3.7,Good,109,45,27,"North Indian, Chinese",900.0,2,Yes,Yes
Oye Amritsar,1,1,3.8,Good,765,29,27,North Indian,600.0,2,Yes,Yes
The Enav Bowl,0,0,3.8,Good,20,45,78,"Healthy Food, Beverages, Mexican, Burger, Italian",400.0,2,No,No
Hyderabad Bawarchi,0,0,3.9,Good,118,32,27,"North Indian, Biryani, Chinese",800.0,2,No,No
Juicemaker,0,0,3.8,Good,38,32,78,"Juices, Fast Food",300.0,2,No,No
Chung Wah,1,0,3.7,Good,329,32,27,"Chinese, Thai, Momos",850.0,2,Yes,No
Zengi Pub & Restaurant,1,0,3.7,Good,32,0,76,"Finger Food, Continental, Chinese",900.0,2,Yes,No
Rayaan's BBQ,1,0,3.3,Good,6,0,78,"North Indian, BBQ",350.0,2,Yes,No
Davangere Benna Dose Hotel,1,0,4.1,Excellent,90,32,78,South Indian,100.0,2,Yes,No
Appana Restaurant,1,0,3.5,Good,11,0,78,North Indian,300.0,2,Yes,No
Sri Krishna Sweets,0,0,3.7,Good,0,32,88,Mithai,100.0,2,No,No
Coffee House,0,0,3.7,Good,0,32,78,"Beverages, Bakery",150.0,2,No,No
1980s Games Cafe,1,0,3.4,Good,58,4,19,"Cafe, Fast Food",400.0,2,Yes,No
Zhang's - Chinese Restaurant,1,0,4.1,Excellent,590,29,27,"Chinese, Momos",700.0,2,Yes,No
Dalma,1,0,3.9,Good,475,46,27,Oriya,600.0,2,Yes,No
Biryani Foodies,1,0,3.1,Good,7,45,78,"Biryani, Mughlai",500.0,2,Yes,No
Kanchanjunga Kitchen - The Flavour of Hills,1,0,3.7,Good,0,48,78,"Chinese, Nepalese, Tibetan, Momos",300.0,2,Yes,No
Rakesh Kumar Pani Poori,0,0,3.6,Good,13,32,78,Street Food,100.0,2,No,No
Butter Cup,0,0,3.5,Good,9,32,40,"Desserts, Bakery",250.0,2,No,No
Crave Bite,0,0,3.6,Good,19,32,78,"Chinese, Italian, Fast Food, Momos",400.0,2,No,No
Hotel Aradhana,1,0,3.7,Good,51,3,78,North Indian,300.0,2,Yes,No
Priya Restaurant,0,0,3.7,Good,0,32,78,"South Indian, North Indian",250.0,2,No,No
Juice And Joy,0,0,2.0,Bad,0,32,17,"Beverages, Fast Food",150.0,2,No,No
Tandoor And Spice,1,0,4.0,Excellent,181,29,27,"North Indian, Chinese, Biryani, Hyderabadi",550.0,2,Yes,No
UNIK Food,0,0,3.3,Good,4,32,78,"North Indian, Chinese",300.0,2,No,No
Baba Ka Dhaba,1,0,3.7,Good,195,0,78,North Indian,400.0,2,Yes,No
Chung's Chinese Corner,1,0,3.9,Good,224,32,27,Chinese,700.0,2,Yes,No
Buff Buffet Buff,1,1,4.5,Excellent,3151,45,28,"North Indian, Chinese, Continental, Thai, Salad",1500.0,2,Yes,Yes
Tim Tai,1,1,4.4,Excellent,3675,45,27,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",1400.0,2,Yes,Yes
Jalsa,1,1,4.1,Excellent,783,1,27,"North Indian, Mughlai, Chinese",800.0,2,Yes,Yes
Lakshmi Sweets,0,0,3.7,Good,0,32,88,Mithai,250.0,2,No,No
Sri Basaveshwara Rotti Oota,0,0,3.7,Good,0,32,78,"South Indian, Fast Food",200.0,2,No,No
Natha & Lobo's,0,0,5.0,Excellent,0,32,27,"Chinese, North Indian",500.0,2,No,No
Rishab Bhawan,0,0,3.0,Good,0,32,78,"Fast Food, Street Food",150.0,2,No,No
New Biryani Mane,0,0,3.7,Good,0,32,78,"South Indian, Biryani",400.0,2,No,No
The Table,0,0,3.7,Good,0,32,0,"Bakery, Desserts",400.0,2,No,No
Bengaluru Foodies,0,0,3.7,Good,0,32,78,"North Indian, South Indian",300.0,2,No,No
Aliyar Cafe Sweet Palace,0,0,3.7,Good,0,32,78,"Fast Food, Burger, Rolls, Beverages",250.0,2,No,No
New Sri Udupi Restaurant,0,0,3.7,Good,0,32,78,"North Indian, South Indian, Chinese, Beverages, Fast Food",200.0,2,No,No
I-Scoop Cafe,1,0,3.7,Good,0,32,78,"Fast Food, Pizza, Desserts",300.0,2,Yes,No
Fishland Deluxe,0,0,3.5,Good,9,32,78,"South Indian, North Indian, Chinese, Kebab",500.0,2,No,No
The Lounge - Eden Park Restaurants,0,1,3.8,Good,152,32,60,"North Indian, Afghan",1350.0,2,No,Yes
Al-Marhaba Restaurant,1,0,3.7,Good,0,0,78,"Arabian, Chinese, North Indian, Rolls, Momos",400.0,2,Yes,No
Desi Aahar,0,0,5.0,Excellent,0,0,78,"North Indian, Chinese, Seafood",400.0,2,No,No
Borah's Kitchen,1,0,3.3,Good,12,0,78,"North Indian, Chinese",250.0,2,Yes,No
Papacream,1,0,3.7,Good,17,29,40,"Desserts, Ice Cream",350.0,2,Yes,No
Eat Well,1,0,2.9,Bad,22,29,39,"North Indian, Chinese",400.0,2,Yes,No
Punjabi Raswada,1,1,3.5,Good,432,32,27,North Indian,800.0,2,Yes,Yes
The Yellow Chilli,1,1,3.8,Good,584,32,27,"North Indian, Mughlai, Biryani",1200.0,2,Yes,Yes
Sihi Chocolaterie,0,0,3.7,Good,26,32,40,Desserts,300.0,2,No,No
Gundu Pulav,0,0,3.3,Good,4,32,78,Biryani,400.0,2,No,No
MRS Paradise,0,0,3.4,Good,21,32,27,"South Indian, North Indian, Chinese",650.0,2,No,No
Lord of Combos,0,0,3.7,Good,0,32,39,North Indian,500.0,2,No,No
The Little Kitchen,0,0,3.8,Good,27,32,78,"Chinese, Momos",300.0,2,No,No
Sri Udupi Veg,0,0,3.3,Good,4,32,78,South Indian,250.0,2,No,No
The Sofraah Kebabs & Kurries - Eden Park Restaurants,0,1,3.8,Good,176,32,27,"North Indian, Afghan",1350.0,2,No,Yes
Mad Over Biryani,1,0,3.3,Good,9,29,92,"North Indian, Biryani",600.0,2,Yes,No
Bhaijaan Barbeques,1,0,3.4,Good,6,47,78,"Mughlai, Arabian, BBQ",200.0,2,Yes,No
Karnataka Biriyani Centre,0,0,3.7,Good,0,32,78,Biryani,200.0,2,No,No
Murali Miltary Hotel,0,0,3.7,Good,0,32,78,Biryani,300.0,2,No,No
Sneha's Kitchen,0,0,3.7,Good,0,32,39,North Indian,200.0,2,No,No
Rustic Treats,0,0,3.3,Good,4,32,81,"Street Food, Cafe",400.0,2,No,No
Candy Cake,0,0,5.0,Excellent,0,32,0,Bakery,500.0,2,No,No
Night Restro,1,0,3.1,Good,223,0,39,"North Indian, Chinese",500.0,2,Yes,No
Millet Mama,1,0,3.9,Good,18,4,78,"South Indian, Healthy Food",200.0,2,Yes,No
WOW Laddus,1,0,3.7,Good,0,29,39,Mithai,800.0,2,Yes,No
Popsies,1,0,3.9,Good,823,45,27,"Chinese, Momos",550.0,2,Yes,No
Kafe Nook,1,0,3.6,Good,35,0,78,Fast Food,300.0,2,Yes,No
TheRiceBowl.In,1,0,3.4,Good,19,0,91,"Biryani, North Indian",200.0,2,Yes,No
Brewz Coffee,1,0,3.0,Good,61,0,19,Cafe,650.0,2,Yes,No
Tomago Roast,1,0,3.5,Good,12,0,78,"Fast Food, Beverages",400.0,2,Yes,No
Hatti Punjab Di,0,0,3.7,Good,0,32,27,"North Indian, Chinese",600.0,2,No,No
RBP Greens Garden,1,0,2.7,Bad,48,0,27,"North Indian, Chinese",700.0,2,Yes,No
Fitbakes,0,0,3.6,Good,13,32,39,"Bakery, Healthy Food",400.0,2,No,No
Mint and Mustard,1,0,4.0,Excellent,245,4,27,"North Indian, Chinese",750.0,2,Yes,No
Cafemoto,1,0,4.0,Excellent,201,45,19,"Cafe, Continental, Italian, Burger",800.0,2,Yes,No
Indus Family Restaurant,1,0,3.8,Good,117,0,27,"North Indian, Biryani",600.0,2,Yes,No
JP Fish Land,1,0,3.6,Good,24,0,78,Seafood,300.0,2,Yes,No
Spice Up,1,0,3.8,Good,146,29,27,Chinese,600.0,2,Yes,No
Venkateshwara Foods,1,0,3.0,Good,13,70,92,"Street Food, South Indian",400.0,2,Yes,No
The Retro,1,0,3.2,Good,47,47,78,"Chinese, Burger",300.0,2,Yes,No
Namma Kudla,1,0,4.0,Excellent,200,29,78,"Mangalorean, North Indian, Chinese, Seafood",400.0,2,Yes,No
China Pearl,1,1,4.4,Excellent,1853,46,27,Chinese,1100.0,2,Yes,Yes
Bonsouth,1,1,4.2,Excellent,2618,45,27,"Chettinad, Andhra, Kerala",1300.0,2,Yes,Yes
The Denny's,0,0,3.7,Good,93,32,27,"North Indian, Chinese",900.0,2,No,No
Momo Hut,1,0,4.0,Excellent,684,45,78,"Chinese, Tibetan, Momos",250.0,2,Yes,No
Armaani Caffe,1,0,3.5,Good,12,0,78,Fast Food,250.0,2,Yes,No
Shake Tat Bottle,1,0,3.3,Good,5,0,14,Beverages,200.0,2,Yes,No
Restro Cafe,1,0,3.8,Good,30,32,19,Cafe,400.0,2,Yes,No
The Kream Story,1,0,4.1,Excellent,37,47,46,"Desserts, Fast Food",500.0,2,Yes,No
Jalpaan,1,1,4.0,Excellent,870,32,27,"North Indian, Continental",900.0,2,Yes,Yes
Tandoor Hut,1,0,4.1,Excellent,1003,45,27,"North Indian, Mughlai, Chinese, Rolls",700.0,2,Yes,No
Dal Roti,1,0,3.7,Good,117,29,78,North Indian,150.0,2,Yes,No
Central Jail Restaurant,1,0,3.8,Good,416,32,27,"Andhra, Seafood, North Indian, Chinese",700.0,2,Yes,No
Chutney Chang,1,1,4.1,Excellent,2345,32,27,"North Indian, Chinese, BBQ",1500.0,2,Yes,Yes
Kataria's Pakwan,1,0,3.3,Good,97,49,78,North Indian,400.0,2,Yes,No
Kamat Bugle Rock,1,0,3.9,Good,544,4,78,"South Indian, Fast Food",300.0,2,Yes,No
Goodness! Beverages,1,0,3.4,Good,4,40,39,Beverages,250.0,2,Yes,No
Hungry Haters,1,0,3.7,Good,0,29,91,"Chinese, North Indian",300.0,2,Yes,No
Halli Rotti Manne,0,0,3.4,Good,9,32,78,South Indian,100.0,2,No,No
Hara Fine Dine,1,1,4.0,Excellent,633,1,27,"North Indian, Chinese",800.0,2,Yes,Yes
Sultans of Spice,1,1,4.5,Excellent,3464,45,27,"North Indian, Mughlai, Salad",1300.0,2,Yes,Yes
The Paratha Stories,1,0,5.0,Excellent,0,29,78,North Indian,250.0,2,Yes,No
Naati Manae,1,1,3.9,Good,484,45,27,"North Indian, South Indian, Chinese, Biryani",700.0,2,Yes,Yes
The Royal Corner - Pai Viceroy,1,1,4.2,Excellent,815,32,27,"North Indian, Chinese",900.0,2,Yes,Yes
Subz,1,1,4.2,Excellent,2027,32,27,"North Indian, South Indian",1000.0,2,Yes,Yes
Hotel Ruchi Priya,1,0,3.6,Good,22,90,78,North Indian,350.0,2,Yes,No
Kolkata Restaurant,0,0,3.0,Good,7,32,78,"Bengali, North Indian, Chinese",300.0,2,No,No
You N Cane,1,0,1.0,Bad,0,32,14,"Beverages, Juices",250.0,2,Yes,No
Double Blend,1,0,3.6,Good,11,0,14,"Beverages, Juices, Ice Cream",200.0,2,Yes,No
New Rajadhani Spicy,1,0,3.7,Good,67,49,27,North Indian,700.0,2,Yes,No
Bella,1,1,3.9,Good,143,32,27,"Mangalorean, Seafood, South Indian",1000.0,2,Yes,Yes
Polamma's Mess,1,0,4.2,Excellent,185,0,65,"North Indian, Chinese, Biryani",300.0,2,Yes,No
B.M.W Bhookh Mitaane Wala,1,0,3.6,Good,13,29,78,"North Indian, South Indian, Chinese",500.0,2,Yes,No
Kitchen24,1,0,4.0,Excellent,0,0,91,"Italian, Continental, Chinese, Thai, American, Arabian",300.0,2,Yes,No
Gods Own Cafe,1,0,4.4,Excellent,384,47,78,"South Indian, Kerala, Seafood",300.0,2,Yes,No
Cable Car,1,1,4.3,Excellent,1245,32,27,"North Indian, Italian",1000.0,2,Yes,Yes
Chef All Nite,1,0,3.9,Good,464,0,78,"Chinese, North Indian",300.0,2,Yes,No
Northern Bites,1,0,3.2,Good,51,3,78,"North Indian, Chinese",400.0,2,Yes,No
Sri Krishna Sagar,1,0,3.2,Good,119,1,78,"North Indian, Chinese",400.0,2,Yes,No
Nite Out,1,0,3.9,Good,162,29,39,"North Indian, Chinese, Biryani",500.0,2,Yes,No
Forum Bakes & Cafe,1,0,3.7,Good,0,48,6,"Bakery, Fast Food",200.0,2,Yes,No
Smoke Oil Salt,1,0,5.0,Excellent,0,0,78,Arabian,850.0,2,Yes,No
Night Spoon,1,0,2.6,Bad,54,0,39,"Biryani, Chinese, North Indian",600.0,2,Yes,No
Hungry Buddies,0,0,3.4,Good,34,0,78,North Indian,150.0,2,No,No
Punjabi Times,1,1,4.1,Excellent,1028,3,27,North Indian,1000.0,2,Yes,Yes
Hunger Night King,1,0,3.6,Good,112,42,39,"North Indian, Chinese",400.0,2,Yes,No
Vindu Andhra Ruchulu,1,0,3.8,Good,283,32,27,"Biryani, North Indian, Andhra",800.0,2,Yes,No
Bun Town,1,0,3.8,Good,22,45,19,"Cafe, Bakery",500.0,2,Yes,No
Tawa Sagara,0,0,3.8,Good,122,32,27,"Mangalorean, Seafood",400.0,2,No,No
The Kitchen Bandit,1,0,3.2,Good,42,42,39,"Chinese, North Indian, Fast Food",350.0,2,Yes,No
China Tang,1,0,3.7,Good,41,0,92,Chinese,600.0,2,Yes,No
Pallavi North Indian Veg Restaurant,0,0,3.7,Good,246,29,27,"Biryani, North Indian, Chinese",450.0,2,No,No
Mandi,1,1,3.8,Good,562,29,27,North Indian,800.0,2,Yes,Yes
Friends Night Kitchen,1,0,3.8,Good,110,46,92,"Italian, Pizza",400.0,2,Yes,No
Kollapuri's,0,0,3.6,Good,135,32,27,Maharashtrian,600.0,2,No,No
Vennela Andhra Meals,1,0,3.0,Good,23,32,78,Andhra,400.0,2,Yes,No
Bawarchi Inn,1,0,3.1,Good,140,0,27,"North Indian, Biryani, Andhra, Chinese",600.0,2,Yes,No
Brews N Bites,1,0,2.9,Bad,62,32,81,"Chinese, Fast Food, Cafe",650.0,2,Yes,No
Crepe Nation,1,0,3.8,Good,12,80,58,"Fast Food, Desserts",300.0,2,Yes,No
Earth Plate Express,1,0,3.9,Good,33,29,53,"Italian, Continental",600.0,2,Yes,No
Samskruti - Sanman Gardenia,1,0,4.0,Excellent,141,32,27,"North Indian, Chinese, South Indian",550.0,2,Yes,No
Donne Biryani Mane,1,0,3.2,Good,7,90,78,Biryani,300.0,2,Yes,No
Healthy Parathawala,1,0,3.7,Good,0,0,78,North Indian,200.0,2,Yes,No
DeliBox.in,1,0,3.7,Good,67,0,39,South Indian,150.0,2,Yes,No
Jhasaa,1,0,3.2,Good,8,0,92,"Seafood, Salad, North Indian, Biryani, Chinese",500.0,2,Yes,No
Naati Biriyani,0,0,3.1,Good,4,0,78,"Kebab, Biryani",300.0,2,No,No
The Breakfast Adda,1,0,3.7,Good,0,3,39,Continental,250.0,2,Yes,No
Totus,1,0,5.0,Excellent,0,0,78,Chinese,300.0,2,Yes,No
Jayanagar Grill House,1,0,3.5,Good,35,32,78,"Biryani, Kebab",250.0,2,Yes,No
Sattvam,0,0,4.3,Excellent,359,29,27,"North Indian, South Indian",1200.0,2,No,No
Redberrys,1,0,4.0,Excellent,219,4,19,"Cafe, Italian",600.0,2,Yes,No
Food Times,1,0,1.0,Bad,0,29,92,"North Indian, Arabian",300.0,2,Yes,No
The Biryani House,1,0,3.7,Good,0,29,78,Andhra,400.0,2,Yes,No
Kesariya,0,1,4.2,Excellent,1216,29,27,Rajasthani,1200.0,2,No,Yes
Ganesh Restaurant,1,0,3.7,Good,51,45,78,"Chinese, Street Food",300.0,2,Yes,No
Happy Eats,1,0,3.7,Good,0,47,39,"North Indian, Continental",300.0,2,Yes,No
Swaadam Veg,1,0,3.6,Good,34,0,27,"South Indian, Chinese",300.0,2,Yes,No
Roll N Rock,1,0,3.7,Good,33,29,78,"Chinese, North Indian, Mughlai, Rolls",400.0,2,Yes,No
2nd Home Restaurant,1,0,3.7,Good,21,0,78,"South Indian, North Indian, Chinese",500.0,2,Yes,No
India On Wheels,1,0,3.6,Good,11,43,39,North Indian,400.0,2,Yes,No
Royal View Restaurant,1,0,3.7,Good,26,0,27,"North Indian, Chinese, Arabian",700.0,2,Yes,No
Baba Chatkora,0,0,4.2,Excellent,0,29,27,North Indian,1000.0,2,No,No
Nandhana Palace,0,1,4.3,Excellent,1079,29,28,"Andhra, Biryani, North Indian, Chinese",800.0,2,No,Yes
Narmadha's Hyderabad Biriyani,0,0,3.9,Good,205,0,27,"Biryani, North Indian, Andhra",550.0,2,No,No
Coastal Mama,0,1,4.1,Excellent,468,29,27,"Konkan, Mangalorean, North Indian, Seafood",700.0,2,No,Yes
Fogg,0,1,5.0,Excellent,0,0,78,"Fast Food, Chinese",200.0,2,No,Yes
Tasty Bites,1,0,3.8,Good,217,29,78,North Indian,450.0,2,Yes,No
Sri Lakshmi Curries & Pickles,0,0,2.9,Bad,60,29,78,"Andhra, Biryani",400.0,2,No,No
Nouvelle Garden,0,0,3.7,Good,203,29,27,"North Indian, Continental, Italian",900.0,2,No,No
The Punjabi Rasoi,0,0,3.7,Good,0,29,27,North Indian,800.0,2,No,No
Royal Chef Naati Oota,0,0,4.0,Excellent,194,29,27,"South Indian, Biryani, North Indian",500.0,2,No,No
Keshava Kabab Centre,0,0,3.2,Good,7,29,78,North Indian,200.0,2,No,No
Night Cafe,0,0,3.0,Good,44,0,92,"North Indian, Chinese, Fast Food",350.0,2,No,No
Donne Biriyani Mane,0,0,3.7,Good,0,29,78,"Biryani, Kebab",250.0,2,No,No
Singh Punjabi Dhaba,0,0,3.8,Good,67,0,78,"North Indian, Chinese",400.0,2,No,No
Kidambi's Kitchen,0,0,3.5,Good,52,1,78,South Indian,300.0,2,No,No
Kholi Mane,0,0,3.6,Good,46,4,78,"Andhra, South Indian, Biryani, North Indian",450.0,2,No,No
Biryani Knights,0,0,3.6,Good,21,29,39,Biryani,300.0,2,No,No
Sambram,0,0,3.7,Good,0,29,27,"Biryani, North Indian",800.0,2,No,No
Swad Family Restaurant,0,0,4.5,Excellent,0,3,27,"North Indian, Chinese",650.0,2,No,No
Hunger Nights,0,0,1.0,Bad,0,29,39,"Chinese, North Indian",400.0,2,No,No
late100,0,0,3.7,Good,0,0,39,"North Indian, Kebab",200.0,2,No,No
